words,00s,10s,20s,50s,60s,70s,80s,90s
justine,0,0,1,0,0,0,0,1
justly,0,0,1,0,0,0,0,0
justoffsynchronicity,0,1,0,0,0,0,0,0
jutting,0,0,0,0,0,1,0,0
juvenile,1,0,0,0,0,2,0,0
juxtaposition,1,0,0,0,0,0,0,0
jvck,0,0,1,0,0,0,0,0
jvzel,0,0,1,0,0,0,0,0
jxck,0,0,1,0,0,0,0,0
jxmmi,0,0,1,0,0,0,0,0
jxmtro,0,0,1,0,0,0,0,0
jzvel,0,0,1,0,0,0,0,0
jérôme,0,0,0,0,0,0,0,1
kacey,0,0,1,0,0,0,0,0
kai,0,0,1,0,0,0,0,0
kailee,0,0,1,0,0,0,0,0
kaiser,0,0,0,0,0,0,0,1
kalamazoo,0,0,0,0,1,0,0,0
kaleidoscope,1,0,0,0,1,0,0,0
kali,0,0,1,0,0,0,0,0
kamikaze,0,0,1,0,0,0,0,1
kamiyah,0,0,1,0,0,0,0,0
kandi,0,0,1,0,0,0,0,0
kangaroo,1,0,0,0,0,0,0,0
kanye,0,0,1,0,0,0,0,0
kap,0,0,1,0,0,0,0,0
kaptain,0,0,1,0,0,0,0,0
kaput,0,0,0,0,0,0,0,1
kara,0,0,1,0,0,0,0,0
karate,0,0,1,0,0,0,0,0
karen,0,0,1,0,0,0,0,0
kari,0,0,0,0,0,0,0,1
karim,0,0,0,0,0,0,0,1
karma,0,0,0,0,0,0,0,1
karun,0,0,1,0,0,0,0,0
kashmir,0,0,0,0,0,1,0,0
kassi,0,0,1,0,0,0,0,0
kate,0,0,1,0,0,0,0,0
katelyn,0,0,1,0,0,0,0,0
katey,0,0,0,0,0,1,0,0
katia,0,0,0,0,0,0,0,1
katie,0,0,1,0,0,0,0,0
katy,0,0,1,0,0,0,0,0
kawaii,0,0,1,0,0,0,0,0
kay,0,0,1,0,0,0,0,0
kaycee,0,0,1,0,0,0,0,0
kaytranada,0,0,1,0,0,0,0,0
kazoo,0,0,0,0,1,0,0,0
kb,0,0,1,0,0,0,0,0
kc,0,0,1,0,0,0,0,0
kean,0,0,1,0,0,0,0,0
keef,0,0,1,0,0,0,0,0
keegan,0,0,1,0,0,0,0,0
keelan,0,0,1,0,0,0,0,0
keen,1,0,1,0,0,2,0,0
keener,1,0,0,0,0,0,0,0
keenest,1,0,0,0,0,1,0,0
keenly,1,0,0,0,0,0,0,0
keenness,1,0,0,0,0,0,0,0
keep,17,1,5,0,10,38,12,10
keeper,2,0,0,0,0,0,0,0
keepin,0,0,1,0,0,0,0,0
keeping,4,1,2,0,0,2,0,1
keg,0,0,0,0,0,1,0,0
keha,0,1,0,0,0,0,0,0
keisha,0,0,1,0,0,0,0,0
keith,0,0,1,0,0,0,0,2
kelly,0,0,1,0,0,0,0,0
kena,0,0,1,0,0,0,0,0
kendrick,0,0,1,0,0,0,0,0
kennedy,0,0,2,0,1,1,0,0
kennel,0,1,0,0,0,0,0,0
kenneth,0,0,0,0,0,0,0,1
kenney,0,0,1,0,0,0,0,0
kent,0,0,1,0,0,1,0,0
kentish,0,0,0,0,0,1,0,0
kentucky,0,0,1,0,0,1,0,2
kept,4,2,4,0,2,6,2,1
kero,0,0,1,0,0,0,0,0
ketch,0,0,0,0,0,0,0,1
kettle,1,0,0,0,0,0,1,0
keven,0,0,0,0,0,0,0,1
kevoe,0,0,1,0,0,0,0,0
key,3,2,4,0,2,2,0,3
keyboard,0,1,0,0,0,0,0,0
keyhole,0,0,0,0,0,1,0,0
keyshia,0,0,1,0,0,0,0,0
khaki,0,1,0,0,0,0,0,0
khale,0,0,1,0,0,0,0,0
khaled,0,0,1,0,0,0,0,0
khalid,0,0,1,0,0,0,0,0
khalifa,0,0,1,0,0,0,0,0
khaliq,0,0,1,0,0,0,0,0
khan,0,0,1,0,0,0,0,0
khe,0,0,0,0,0,0,1,0
khrushchev,0,0,0,0,0,1,0,0
kick,3,1,4,1,1,3,4,1
kicked,0,1,1,0,0,4,2,0
kickin,0,0,1,0,0,0,0,0
kicking,0,0,2,0,0,2,0,1
kid,2,1,4,0,3,9,3,4
kidd,0,0,1,0,0,0,0,0
kiddie,1,0,0,0,0,0,0,0
kiddin,0,0,1,0,0,0,0,0
kidding,0,0,1,0,0,0,0,0
kiddo,0,0,1,0,0,0,0,0
kiddy,0,0,1,0,0,0,0,0
kideko,0,0,1,0,0,0,0,0
kidnapped,0,0,0,0,0,1,0,1
kidnapping,0,1,0,0,0,0,0,0
kidney,1,0,0,0,0,0,0,0
kidsii,0,0,0,0,0,0,0,1
kiera,0,0,1,0,0,0,0,0
kiesza,0,0,1,0,0,0,0,0
kiiara,0,0,1,0,0,0,0,0
kiii,0,0,0,0,0,0,0,1
kiira,0,0,1,0,0,0,0,0
kiki,0,0,1,0,0,0,0,0
kildare,0,0,0,0,0,1,0,0
kilimanjaro,0,0,1,0,0,0,0,0
kill,3,2,3,0,1,9,1,5
killa,0,0,1,0,0,0,0,0
killadelphia,0,0,0,0,0,0,1,0
killarneys,0,0,0,0,0,1,0,0
killed,2,1,1,0,1,3,1,2
killedmyself,0,0,1,0,0,0,0,0
killer,0,0,2,0,1,5,0,1
killin,0,0,1,0,0,0,1,0
killing,3,0,1,0,0,1,2,1
killy,0,0,1,0,0,0,0,0
kilmallock,0,0,0,0,0,1,0,0
kilometer,0,0,1,0,0,0,0,0
kilting,0,0,0,0,0,1,0,0
kim,0,0,1,0,0,0,0,0
kimberly,0,0,1,0,0,0,0,0
kin,1,0,0,0,0,1,0,0
kind,4,1,8,0,4,10,3,4
kinda,0,0,1,0,1,3,2,1
kinder,0,0,1,0,0,0,1,0
kindhearted,1,0,0,0,0,0,0,0
kindle,0,0,0,0,0,1,0,0
kindled,1,0,0,0,0,1,0,0
kindliness,1,0,0,0,0,0,0,0
kindly,1,0,0,0,1,1,0,0
kindlylooking,0,0,1,0,0,0,0,0
kindness,1,0,1,0,1,0,0,0
kindred,1,0,0,0,0,0,0,0
kinesis,0,0,0,0,0,1,0,0
kinetic,0,0,0,0,0,1,0,0
king,2,0,4,0,4,6,2,4
kingdom,1,0,3,0,0,0,1,1
kingjet,0,0,1,0,0,0,0,0
kingpin,0,0,0,0,0,0,0,1
kingston,0,0,1,0,0,0,0,0
kiniza,0,0,1,0,0,0,0,0
kink,0,0,1,0,0,0,0,0
kinsfolk,1,0,0,0,0,0,0,0
kinship,1,0,0,0,0,0,0,0
kinsman,1,0,0,0,0,1,0,0
kinswoman,1,0,0,0,0,0,0,0
kintore,0,0,0,0,0,0,0,1
kirk,0,0,1,0,0,0,0,0
kirke,0,0,1,0,0,0,0,0
kirsten,0,0,1,0,0,0,0,0
kish,0,0,1,0,0,0,0,0
kiss,5,3,5,0,3,8,4,7
kissed,1,0,0,0,0,3,2,0
kissin,0,0,1,0,0,0,0,0
kissing,2,0,1,0,0,1,0,0
kit,1,0,1,0,0,0,0,1
kitchen,2,1,2,0,0,2,1,1
kitchengirl,0,0,0,0,0,1,0,0
kitchenplace,0,0,0,0,0,1,0,0
kite,0,0,1,0,0,1,1,0
kitten,0,0,2,0,0,0,0,1
kitty,0,0,0,0,0,1,0,1
kiyoko,0,0,1,0,0,0,0,0
klein,0,0,1,0,0,0,0,0
klp,0,0,1,0,0,0,0,0
knd,0,0,1,0,0,0,0,0
knee,7,1,2,0,3,11,3,7
kneel,1,2,2,0,0,0,0,1
kneelin,0,0,0,0,0,0,0,1
kneeling,1,0,1,0,0,1,0,0
kneestocking,1,0,0,0,0,0,0,0
knelt,0,0,0,0,0,1,0,0
knew,6,2,4,0,3,13,3,6
knfe,0,0,1,0,0,0,0,0
knife,1,1,1,0,0,5,1,0
knifefirst,0,0,1,0,0,0,0,0
knight,1,0,1,0,1,1,0,0
knighthood,0,0,0,0,0,0,0,1
knightly,0,0,0,0,0,1,0,0
knit,0,0,1,0,0,0,0,0
knitted,1,0,0,0,0,0,0,0
knitting,1,0,0,0,0,0,0,0
knock,1,1,3,0,0,1,1,1
knocked,2,0,1,1,0,1,1,0
knockin,0,0,0,0,0,1,1,0
knocking,1,0,1,0,1,0,1,1
knotted,1,0,0,0,0,1,0,0
know,42,5,7,2,46,65,29,42
knowable,0,0,1,0,0,0,0,0
knower,0,0,2,0,0,0,0,0
knowhow,0,0,1,0,0,0,0,0
knowin,0,0,1,0,0,0,0,1
knowing,1,0,3,0,0,2,0,0
knowitall,0,0,0,0,0,0,0,1
knowledge,1,0,3,0,0,2,0,0
knowledgemme,1,0,0,0,0,0,0,0
known,1,2,4,0,1,6,2,2
knows,1,0,1,0,0,0,0,0
knuckle,1,0,0,0,0,0,0,0
kobolds,1,0,0,0,0,0,0,0
kod,0,0,1,0,0,0,0,0
kodak,0,0,1,0,0,0,0,0
kodaline,0,0,1,0,0,0,0,0
koko,0,0,0,0,0,0,0,1
kolorblind,0,0,1,0,0,0,0,0
koloss,0,0,0,0,0,0,1,0
kong,0,0,1,0,0,0,0,0
konstrukting,0,0,0,0,0,0,1,0
kooda,0,0,1,0,0,0,0,0
kool,0,0,1,0,0,0,0,0
korean,0,0,1,0,0,0,0,0
koreanamerican,0,1,0,0,0,0,0,0
korky,0,0,1,0,0,0,0,0
koryn,0,0,1,0,0,0,0,0
kosher,0,0,0,0,0,0,1,0
kouna,0,0,0,0,0,0,0,1
kraftwerk,0,0,1,0,0,0,0,0
kramer,0,0,1,0,0,0,0,0
kraut,0,0,1,0,0,0,0,0
kravitz,0,0,1,0,0,0,0,0
krinkle,0,0,1,0,0,0,0,0
krinkles,0,0,1,0,0,0,0,0
krispil,0,0,1,0,0,0,0,0
krista,0,0,1,0,0,0,0,0
kristian,0,0,0,0,0,0,0,1
kristina,0,0,1,0,0,0,0,0
kron,0,0,1,0,0,0,0,0
kronikles,0,0,1,0,0,0,0,0
kruger,0,0,1,0,0,0,0,0
kryptonite,1,0,0,0,0,0,0,0
ktse,0,0,1,0,0,0,0,0
kudos,0,0,0,0,0,0,0,1
kung,0,0,1,0,0,0,0,0
kunzite,0,0,1,0,0,0,0,0
kurgarten,1,0,0,0,0,0,0,0
kurhof,1,0,0,0,0,0,0,0
kwaku,0,0,1,0,0,0,0,0
kyle,0,0,1,0,0,0,0,0
kylie,0,0,1,0,0,0,0,0
kylo,0,0,1,0,0,0,0,0
kyoto,0,0,1,0,0,0,0,0
kérosène,0,0,0,0,0,0,0,1
lab,0,0,1,0,0,0,0,0
labbé,0,0,0,0,0,0,0,1
label,1,0,2,0,0,0,0,1
labeled,0,0,0,0,0,0,0,1
labelle,0,0,1,0,0,0,0,0
labelled,1,0,0,0,0,0,0,0
labor,0,0,1,0,0,0,0,0
labored,0,1,0,0,0,0,0,0
laborious,1,0,0,0,0,0,0,0
laboriously,1,0,0,0,0,0,0,0
laboured,1,0,0,0,0,0,0,0
labouring,1,0,0,0,0,0,0,0
labrador,0,0,1,0,0,0,0,0
labîme,0,0,0,0,0,0,0,1
lace,1,0,0,0,0,1,0,0
lacerated,0,1,0,0,0,0,0,0
lacey,0,0,1,0,0,0,0,0
lachance,0,0,0,0,0,0,0,1
lack,2,0,1,0,0,0,0,1
lacked,1,0,0,0,0,0,0,0
lacking,1,0,1,0,0,1,0,0
lacquer,1,0,0,0,0,0,0,0
lacquered,0,0,0,0,0,1,0,0
lacrosse,0,1,0,0,0,0,0,0
lacy,0,0,0,0,1,0,0,0
lad,1,0,0,0,0,1,0,0
ladder,2,0,2,0,0,0,1,0
laddie,0,0,0,0,0,1,0,0
laden,0,0,0,0,0,1,0,0
ladies,1,0,0,0,0,0,0,0
lady,4,1,6,0,2,17,0,5
ladyland,0,0,1,0,0,0,0,0
ladylike,1,0,0,0,0,0,0,0
ladyship,1,0,0,0,0,0,0,0
lafleur,0,0,0,0,0,0,0,1
laflèche,0,0,0,0,0,0,0,1
lahaie,0,0,0,0,0,0,0,1
lahren,0,0,1,0,0,0,0,0
laid,2,0,3,0,2,2,0,1
lain,1,0,0,0,0,2,0,0
lake,1,1,1,0,1,4,1,1
lala,0,0,0,0,0,2,0,0
lalalalalala,0,0,0,0,0,1,0,0
lalancette,0,0,0,0,0,0,0,1
lalbum,0,0,0,0,0,0,0,1
lale,0,0,1,0,0,0,0,0
lamar,0,0,1,0,0,0,0,0
lamartine,1,0,0,0,0,0,0,0
lamb,0,0,2,0,0,0,1,0
lambent,0,0,0,0,0,1,0,0
lambert,0,0,0,0,0,0,0,1
lambo,0,0,1,0,0,0,0,0
lambulance,0,0,0,0,0,0,0,1
lame,0,0,1,0,0,1,0,0
lament,0,0,0,0,1,0,0,0
lamentably,1,0,0,0,0,0,0,0
lamentation,1,0,0,0,0,0,0,0
lamenting,1,0,0,0,1,0,0,0
lammermoor,0,0,0,0,0,1,0,0
lamontagne,0,0,1,0,0,0,0,0
lamp,1,1,1,0,2,2,1,0
lana,0,0,1,0,0,0,0,0
lancashire,0,0,0,0,1,0,0,0
lance,1,0,0,0,0,2,0,0
lancet,0,0,0,0,0,1,0,0
land,3,1,3,0,2,10,1,4
landed,0,0,0,0,0,1,0,0
landerneau,1,0,0,0,0,0,0,0
landing,1,1,2,0,0,1,0,0
landlord,1,0,0,0,0,1,0,0
landry,0,0,0,0,0,0,0,1
landscape,1,0,2,0,0,0,0,0
landslide,0,0,0,0,0,1,0,1
lane,0,1,1,0,1,3,0,0
lanez,0,0,1,0,0,0,0,0
lang,0,0,1,0,0,0,0,0
langley,0,0,1,0,0,0,0,0
language,3,0,2,0,1,1,1,1
langues,0,0,0,0,0,0,0,1
languid,1,0,0,0,0,1,0,0
languor,0,0,0,0,0,1,0,0
languorous,0,0,0,0,0,1,0,0
lank,0,0,0,0,0,1,0,0
lanna,0,0,1,0,0,0,0,0
lannes,1,0,0,0,0,0,0,0
lanois,0,0,0,0,0,0,0,1
lantern,1,0,0,0,0,0,0,0
lanterne,0,0,0,0,0,0,0,1
laocoon,0,0,0,0,0,1,0,0
laon,1,0,0,0,0,0,0,0
lap,0,1,1,0,0,2,1,0
lapel,1,0,0,0,0,0,0,0
lapide,0,0,0,0,0,1,0,0
lapping,0,0,0,0,0,2,0,0
lapse,1,0,0,0,0,0,0,0
lapsed,0,0,0,0,0,1,0,0
lapsing,0,0,1,0,0,0,0,0
laptop,0,1,0,0,0,0,0,0
laraw,0,0,0,0,0,0,0,1
larceny,1,0,0,0,0,0,0,0
large,1,0,2,0,0,1,1,0
largely,1,0,0,0,0,0,0,0
larger,1,0,0,0,1,0,0,0
largerthanlife,0,0,1,0,0,0,0,0
larivière,0,0,0,0,0,0,0,1
lark,1,0,0,0,0,0,0,0
laroche,0,0,0,0,0,0,0,1
larose,0,0,0,0,0,0,0,1
larouche,0,0,0,0,0,0,0,1
larras,0,0,0,0,0,1,0,0
larry,0,0,1,0,0,0,0,0
lartifice,0,0,0,0,0,0,0,1
larva,0,0,1,0,0,0,0,0
laser,0,0,0,0,0,1,0,0
lasertype,0,0,1,0,0,0,0,0
lash,1,0,1,0,0,1,0,0
last,10,2,5,0,4,23,6,6
lasted,1,0,0,0,0,0,0,0
lastly,1,0,1,0,0,0,0,0
latasha,0,0,1,0,0,0,0,0
latch,1,1,0,0,0,0,0,0
late,5,1,4,0,4,13,2,4
latecomer,0,0,0,0,0,1,0,0
lately,1,0,3,0,1,2,0,2
latency,0,0,1,0,0,0,0,0
latent,1,0,0,0,0,0,0,1
later,3,1,5,0,1,3,1,3
lateral,0,1,0,0,0,0,0,0
latest,2,0,0,0,0,0,0,0
latin,0,0,0,0,0,1,0,0
latinist,0,0,0,0,0,1,0,0
latt4,0,0,1,0,0,0,0,0
latter,2,0,2,0,0,1,0,0
lattice,1,0,0,0,0,0,0,0
latticed,0,0,0,0,0,1,0,0
laube,0,0,0,0,0,0,0,1
laude,0,0,1,0,0,0,0,0
laugh,2,1,2,0,5,5,2,1
laughed,2,0,1,0,0,2,0,2
laughin,1,0,0,0,0,0,0,0
laughing,1,0,1,0,2,4,1,1
laughingstock,1,0,0,0,0,0,0,0
laughter,1,0,0,0,3,4,1,1
launched,1,0,0,0,0,0,0,0
laundry,0,1,1,0,0,0,0,0
lauper,0,0,1,0,0,0,0,0
laura,0,0,1,0,0,0,0,1
laure,0,0,0,0,0,0,0,1
laurel,1,0,0,0,0,1,0,0
lauren,0,0,1,0,0,0,0,0
laurence,0,0,0,0,0,0,0,1
laurenceanne,0,0,0,0,0,0,0,1
lauryn,0,0,1,0,0,0,0,0
lautre,0,0,0,0,0,0,0,1
lauv,0,0,1,0,0,0,0,0
lava,0,0,1,0,0,0,0,0
lavabo,0,0,0,0,0,0,0,1
lavabotomie,0,0,0,0,0,0,0,1
lavender,0,0,1,0,0,1,0,0
lavery,0,0,1,0,0,0,0,0
lavish,1,0,0,0,0,1,0,0
lavishlimbed,0,0,0,0,0,1,0,0
law,1,0,1,0,0,2,1,1
lawfully,0,0,0,0,0,1,0,0
lawless,1,0,0,0,0,0,0,0
lawn,2,1,1,0,0,1,1,0
lawren,0,0,1,0,0,0,0,0
lawrence,0,0,1,0,0,0,0,0
lawreys,0,0,1,0,0,0,0,0
lawsuit,1,0,0,0,0,0,0,0
lawyer,2,0,2,0,0,0,0,0
lax,0,0,1,0,0,1,0,0
laxe,0,0,0,0,0,0,0,1
lay,3,1,2,0,4,7,2,5
laydown,1,0,0,0,0,0,0,0
layer,1,0,0,0,0,0,1,0
layin,1,0,1,0,0,0,0,0
laying,1,0,1,0,0,2,0,0
layla,0,0,1,0,0,1,0,0
layman,1,0,0,0,0,1,0,0
layter,0,0,1,0,0,0,0,0
lazarus,0,0,0,0,0,0,0,1
lazy,1,0,1,0,1,2,0,1
lb,0,1,0,0,0,0,0,0
le,3,0,2,0,0,2,0,4
lead,4,1,3,0,2,7,0,6
leaden,1,0,0,0,0,0,0,0
leader,1,0,1,1,1,0,1,0
leadin,1,0,0,0,0,0,0,0
leading,2,1,1,0,0,1,1,0
leaf,3,1,5,0,2,6,1,1
leafage,0,0,0,0,0,1,0,0
league,1,0,2,0,0,1,0,0
leak,0,0,1,0,0,0,0,0
leaking,0,1,0,0,0,0,0,0
lean,0,1,2,0,0,1,0,0
leaned,1,0,0,0,0,2,0,0
leaning,1,1,0,0,0,1,1,0
leanness,0,0,0,0,0,1,0,0
leant,0,0,0,0,0,1,0,0
leap,1,1,3,0,0,1,1,0
leaped,0,0,0,0,0,1,0,0
leaping,1,0,0,0,0,0,0,0
leapt,0,0,0,0,0,1,0,0
leapy,0,0,1,0,0,0,0,0
lear,0,0,0,0,0,1,0,0
learn,4,1,3,0,1,1,2,2
learned,2,0,3,1,0,3,1,2
learnin,0,0,1,0,1,0,0,0
learning,2,2,2,0,0,1,1,0
learns,0,0,1,0,0,0,0,1
learnt,0,0,0,0,0,1,0,0
leash,1,0,1,0,0,0,0,1
least,2,1,3,0,0,3,0,3
leastways,0,0,0,0,0,1,0,0
leather,1,0,1,0,0,2,0,0
leathercovered,1,0,0,0,0,0,0,0
leathern,1,0,0,0,0,0,0,0
leau,0,0,0,0,0,0,0,1
leave,10,2,4,0,6,19,7,11
leavin,0,0,1,0,0,0,1,0
leaving,3,1,4,0,2,3,2,3
leb,0,0,0,0,0,0,0,1
lebrun,1,0,0,0,0,0,0,0
lecrae,0,0,1,0,0,0,0,0
lecture,1,0,0,0,0,1,0,0
lectured,1,0,0,0,0,0,0,0
lecturer,1,0,1,0,0,0,0,0
lectureroom,0,0,0,0,0,1,0,0
lecturing,1,0,0,0,0,0,0,0
led,1,0,3,0,0,3,0,0
ledge,1,1,1,0,0,1,0,0
lee,1,0,3,0,1,1,0,0
leech,1,0,0,0,0,0,0,0
leeds,0,0,1,0,0,0,0,0
leek,0,0,1,0,0,0,0,0
leeson,0,0,0,0,0,1,0,0
leesvoice,0,0,1,0,0,0,0,0
leeway,1,0,0,0,0,0,0,0
lefebvre,0,0,0,0,0,0,0,1
left,8,2,6,0,3,13,5,7
leg,1,1,3,0,1,3,3,0
legacy,1,0,0,0,0,0,0,0
legal,1,0,1,0,0,0,0,1
legation,1,0,0,0,0,0,0,0
legend,0,0,2,0,0,3,1,1
legendary,1,0,0,0,0,1,0,0
legged,0,1,0,0,0,0,0,0
legible,1,0,0,0,0,0,0,0
legion,0,0,0,0,0,1,1,0
legitimate,0,0,0,0,0,1,0,0
legrandin,3,0,0,0,0,0,0,0
leibniz,1,0,0,0,0,0,0,0
leipzig,1,0,0,0,0,0,0,0
leisure,1,0,0,0,0,0,0,0
leisurely,1,0,0,0,0,0,0,0
lemay,0,0,0,0,0,0,0,1
lemme,0,0,0,0,0,0,1,0
lemon,1,0,0,0,0,1,0,1
lemonade,0,0,1,0,0,0,0,0
lena,0,0,0,0,0,0,0,1
lenae,0,0,1,0,0,0,0,0
lend,4,0,1,0,1,3,1,0
length,1,1,0,0,0,2,0,0
lennin,0,0,0,0,0,1,0,0
lennon,0,0,1,0,0,0,0,0
lennonplastic,0,0,1,0,0,0,0,0
lenny,0,0,2,0,0,0,1,0
lens,0,1,0,0,0,0,1,0
lent,1,0,0,0,0,1,0,1
lente,0,0,0,0,0,0,0,1
lenten,1,0,0,0,0,0,0,0
lenthen,1,0,0,0,0,0,0,0
leon,0,0,2,0,0,0,0,0
leonard,0,0,0,0,0,0,1,0
leone,0,0,1,0,0,0,0,0
leonid,0,0,0,0,0,0,1,0
leopardstown,0,0,0,0,0,1,0,0
leoza,0,0,0,0,0,0,0,1
leper,0,0,0,0,0,1,0,1
lepidus,0,0,0,0,0,1,0,0
leppard,0,0,1,0,0,0,0,0
leroi,3,0,0,0,0,0,0,0
lerois,2,0,0,0,0,0,0,0
lerol,1,0,0,0,0,0,0,0
leroux,0,0,0,0,0,0,0,1
leroybeaulieu,2,0,0,0,0,0,0,0
lessen,1,0,0,0,0,0,0,0
lesser,1,0,1,0,0,0,0,0
lessing,0,0,0,0,0,2,0,0
lesson,1,0,0,0,0,1,1,1
lest,1,0,1,0,0,0,0,0
lester,0,0,0,0,0,0,1,0
let,21,6,7,1,13,39,13,18
lethargy,0,0,1,0,0,1,0,0
lethean,0,0,0,0,0,1,0,0
letter,3,1,3,0,1,4,0,1
lettetznow,0,0,1,0,0,0,0,0
lettin,0,0,0,0,0,0,0,2
letting,1,1,1,0,1,1,2,1
leucippus,0,0,1,0,0,0,0,0
levantine,0,0,0,0,0,0,0,1
levee,0,0,0,0,0,2,0,0
level,2,0,4,0,1,1,0,0
leveled,0,0,1,0,0,0,0,0
levelled,1,0,0,0,0,0,0,0
levelling,1,0,0,0,0,0,0,0
lever,1,0,0,0,0,0,0,0
leverage,0,0,1,0,0,0,0,0
levertsweatgill,0,0,1,0,0,0,0,0
levi,1,0,0,0,0,0,0,0
levine,0,0,1,0,0,0,0,0
levite,0,0,0,0,0,1,0,0
levity,0,0,1,0,0,0,0,0
lewis,1,0,2,0,0,0,0,0
lexpérience,0,0,0,0,0,0,0,1
lexus,0,0,1,0,0,0,0,0
leyya,0,0,1,0,0,0,0,0
lfalfa,0,0,1,0,0,0,0,0
lheure,0,0,0,0,0,0,0,1
lhuma,0,0,1,0,0,0,0,0
li,0,0,1,0,0,0,0,0
liability,0,0,1,0,0,0,0,0
liable,1,0,0,0,0,0,0,0
liar,2,0,2,0,1,3,0,2
lib,0,0,1,0,0,0,0,0
libby,0,0,1,0,0,0,0,0
libel,0,0,0,0,0,1,0,0
liberal,0,0,0,0,0,2,0,0
liberally,1,0,0,0,0,0,0,0
liberated,1,0,1,0,0,1,0,0
liberation,0,0,0,0,0,1,0,0
libertine,0,0,0,0,0,0,0,1
liberty,1,0,2,0,0,2,0,0
libido,0,0,0,0,0,0,0,1
librarian,1,0,0,0,0,0,0,0
library,1,0,0,0,0,1,0,1
libretto,1,0,0,0,0,0,0,0
license,0,0,2,0,0,1,1,0
licensed,0,0,2,0,0,0,0,0
licious,1,0,0,0,0,0,0,0
lick,1,1,3,0,0,1,0,1
licked,1,0,1,0,0,0,1,0
licking,0,0,0,0,0,1,1,0
lid,1,0,2,0,0,1,0,0
lie,8,2,4,1,6,13,6,10
lied,1,0,0,0,1,3,0,1
lier,1,0,0,0,0,0,0,0
lieutenant,0,0,1,0,0,0,0,0
lieutenantcolonel,1,0,0,0,0,0,0,0
life,16,3,7,0,14,33,17,24
lifeboat,1,0,1,0,0,0,0,0
lifedesign,0,0,0,0,0,1,0,0
lifeguard,0,0,1,0,0,0,0,0
lifeless,1,1,0,0,0,0,0,0
lifelessly,0,0,1,0,0,0,0,0
lifelike,1,0,0,0,0,0,0,0
lifelong,1,0,0,0,0,1,0,0
lifesaving,0,0,1,0,0,0,0,0
lifetime,2,0,2,0,0,0,1,0
liffey,0,0,0,0,0,1,0,0
lift,2,1,3,0,2,2,0,4
lifted,1,0,1,0,0,1,0,0
lifting,0,0,1,0,0,0,0,0
light,10,1,7,1,12,26,9,15
lightcoloured,1,0,0,0,0,0,0,0
lighted,1,0,0,0,0,1,1,0
lighten,1,0,0,0,0,1,0,0
lighter,1,0,2,0,0,1,0,0
lightfoot,1,0,0,0,0,0,0,0
lightheaded,0,0,1,0,0,0,0,0
lightheartedly,1,0,0,0,0,0,0,0
lighthouse,1,0,0,0,0,0,0,0
lighting,1,0,1,0,0,1,0,0
lightly,1,0,2,0,0,2,0,0
lightman,0,0,0,0,0,0,0,1
lightness,1,0,0,0,0,0,0,0
lightnin,0,0,0,0,2,0,0,0
lightning,1,0,2,0,0,3,1,2
lightwhite,0,0,1,0,0,0,0,0
lightwinged,1,0,0,0,0,0,0,0
lightyears,0,0,0,0,0,0,1,0
ligne,1,0,0,0,0,0,0,0
ligno,0,0,0,0,0,1,0,0
like,36,6,7,1,27,63,32,41
likea,0,0,0,0,1,0,0,0
liked,1,1,1,0,0,1,0,0
likelihood,1,0,0,0,0,0,0,0
likely,1,0,0,0,0,1,0,0
likened,0,0,1,0,0,1,0,0
likeness,1,0,2,0,0,0,0,0
likening,1,0,1,0,0,0,0,0
likens,0,0,1,0,0,0,0,0
likewise,0,0,1,0,1,0,0,0
likey,0,0,1,0,0,0,0,0
likin,0,0,1,0,0,0,0,0
liking,1,0,0,0,0,0,0,0
lil,0,0,1,0,0,0,0,0
lilac,1,0,0,0,0,0,0,0
lilacclusters,1,0,0,0,0,0,0,0
lili,0,0,1,0,0,0,0,0
lilies,1,0,0,0,0,0,0,0
lilting,0,0,0,0,1,1,0,0
lily,1,0,0,0,0,0,0,0
lilyoaks,1,0,0,0,0,0,0,0
lilypads,0,0,0,0,0,1,0,0
limb,2,1,1,0,0,1,0,0
limbo,1,0,0,0,0,2,0,0
limelight,1,1,0,0,0,0,1,0
limerick,0,0,0,0,0,1,0,0
limit,1,0,1,0,0,3,0,1
limitation,1,0,0,0,0,0,0,0
limited,1,0,2,0,0,0,0,0
limitless,0,0,1,0,1,0,0,0
limo,0,0,0,0,0,2,0,0
limousine,0,0,1,0,1,0,0,0
limp,0,1,1,0,0,1,0,0
limphung,0,0,0,0,0,1,0,0
limpid,1,0,0,0,0,0,0,0
limpidity,1,0,0,0,0,0,0,0
limping,1,1,1,0,0,1,0,0
linae,0,0,1,0,0,0,0,0
lincoin,0,0,0,0,0,0,0,1
lincoln,0,1,0,0,0,0,0,0
linda,0,0,1,0,1,0,0,0
lindas,0,0,1,0,0,0,0,0
lindemann,0,0,1,0,0,0,0,0
lindsay,0,0,1,0,0,0,0,1
line,9,3,5,0,5,17,4,7
lineage,0,0,0,0,0,0,0,1
lineament,1,0,0,0,0,0,0,0
lined,0,1,1,0,0,0,0,0
linen,1,0,0,0,0,2,0,0
liner,0,0,1,0,0,1,0,0
linger,2,0,0,0,0,0,0,0
lingered,1,0,0,0,0,0,0,0
lingerie,0,0,0,0,0,0,0,1
lingering,0,0,0,0,0,1,0,0
lingers,0,0,0,0,0,0,1,0
lingo,0,0,1,0,0,0,0,0
lingua,0,0,0,0,0,1,0,0
